1#1 $$1=1$$
393#1 $$393=\left(1+1+1\right)\times\left(11\times\left(1+11\right)-1\right)$$
394#1 $$394={\left(1+1+1\right)!}^{1+1}\times11-1-1$$
395#1 $$395={\left(1+1+1\right)!}^{1+1}\times11-1$$
396#1 $$396={\left(1+1+1\right)!}^{1+1}\times11$$
397#1 $$397=1+{\left(1+1+1\right)!}^{1+1}\times11$$
398#1 $$398={\left(\left(1+1\right)\times \left(11-1\right)\right)}^{1+1}-1-1$$
399#1 $$399={\left(\left(1+1\right)\times \left(11-1\right)\right)}^{1+1}-1$$
400#1 $$400={\left(\left(1+1\right)\times \left(11-1\right)\right)}^{1+1}$$
401#1 $$401=1+{\left(\left(1+1\right)\times \left(11-1\right)\right)}^{1+1}$$
402#1 $$402=11+1111-\left(1+1+1\right)!!$$
403#1 $$403=\frac{\textstyle11\times\left(111-1\right)-1}{\textstyle1+1+1}$$
404#1 $$404=\left(1+1\right)\times\left(1+1\right)\times\frac{\textstyle1111}{\textstyle11}$$
405#1 $$405=\frac{\textstyle11\times111}{\textstyle1+1+1}-1-1$$
406#1 $$406=\frac{\textstyle11\times111}{\textstyle1+1+1}-1$$
407#1 $$407=\frac{\textstyle11\times111}{\textstyle1+1+1}$$
408#1 $$408=1+\frac{\textstyle11\times111}{\textstyle1+1+1}$$
409#1 $$409=\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle1+11}-11$$
410#1 $$410=11+{\left(\left(1+1\right)\times \left(11-1\right)\right)}^{1+1}-1$$
411#1 $$411=11+{\left(\left(1+1\right)\times \left(11-1\right)\right)}^{1+1}$$
412#1 $$412=1+11+{\left(\left(1+1\right)\times \left(11-1\right)\right)}^{1+1}$$
413#1 $$413=11+11+1111-\left(1+1+1\right)!!$$
414#1 $$414={\left(1+1+1\right)!}^{1+1}\times\left(\frac{\textstyle1}{\textstyle1+1}+11\right)$$
415#1 $$415=\frac{\textstyle\left(1+1+1\right)!!+111-1}{\textstyle1+1}$$
416#1 $$416=\left(1+1+11\right)\times{\sqrt{1+1}}^{11-1}$$
417#1 $$417=11\times\left(1+\frac{\textstyle111}{\textstyle1+1+1}\right)-1$$
418#1 $$418=11\times\left(1+\frac{\textstyle111}{\textstyle1+1+1}\right)$$
419#1 $$419=\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle1+11}-1$$
420#1 $$420=\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle1+11}$$
421#1 $$421=1+\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle1+11}$$
422#1 $$422=\left(1+1\right)\times\left(\left(1+1\right)\times111-11\right)$$
423#1 $$423=1+\left(1+1\right)\times\left(\left(1+1\right)\times111-11\right)$$
424#1 $$424=\left(1+1\right)\times\left(1+\left(1+1\right)\times111-11\right)$$
425#1 $$425=\left(1+1+1\right)!\times\sqrt{1+\left(1+\left(1+1+1\right)!\right)!}-1$$
426#1 $$426=\left(1+1+1\right)!\times\sqrt{1+\left(1+\left(1+1+1\right)!\right)!}$$
427#1 $$427=1+\left(1+1+1\right)!\times\sqrt{1+\left(1+\left(1+1+1\right)!\right)!}$$
428#1 $$428=\left(1+1+1\right)\times11\times\left(1+1+11\right)-1$$
429#1 $$429=\left(1+1+1\right)\times11\times\left(1+1+11\right)$$
430#1 $$430={\left(11+11-1\right)}^{1+1}-11$$
431#1 $$431=\left(1+1+1\right)\times{\left(1+11\right)}^{1+1}-1$$
432#1 $$432=\left(1+1+1\right)\times{\left(1+11\right)}^{1+1}$$
433#1 $$433=\left(1+1\right)\times\left(1+1\right)\times111-11$$
434#1 $$434=\left(1+1\right)\times\left(1+{\left(1+1+1\right)!}^{1+1+1}\right)$$
435#1 $$435=\left(1+1+1\right)\times\left(1+{\left(1+11\right)}^{1+1}\right)$$
436#1 $$436=\left(1+1\right)\times\left(1+1\right)\times\left(111-1-1\right)$$
437#1 $$437=\left(1+1\right)\times\left(1+1\right)\times\left(1+111\right)-11$$
438#1 $$438=\left(1+1\right)\times\left(\left(1+1\right)\times\left(111-1\right)-1\right)$$
439#1 $$439=\left(1+1\right)\times\left(1+1\right)\times\left(111-1\right)-1$$
440#1 $$440=\left(1+1\right)\times\left(1+1\right)\times\left(111-1\right)$$
441#1 $$441={\left(11+11-1\right)}^{1+1}$$
442#1 $$442=\left(1+1\right)\times\left(\left(1+1\right)\times111-1\right)$$
443#1 $$443=\left(1+1\right)\times\left(1+1\right)\times111-1$$
444#1 $$444=\left(1+1\right)\times\left(1+1\right)\times111$$
445#1 $$445=1+\left(1+1\right)\times\left(1+1\right)\times111$$
446#1 $$446=\left(1+1\right)\times\left(1+\left(1+1\right)\times111\right)$$
447#1 $$447=1+\left(1+1\right)\times\left(1+\left(1+1\right)\times111\right)$$
448#1 $$448=\left(1+1\right)\times\left(1+1\right)\times\left(1+111\right)$$
449#1 $$449=1+\left(1+1\right)\times\left(1+1\right)\times\left(1+111\right)$$
450#1 $$450=\left(1+1\right)\times\left(1+\left(1+1\right)\times\left(1+111\right)\right)$$
451#1 $$451=11+\left(1+1\right)\times\left(1+1\right)\times\left(111-1\right)$$
452#1 $$452=11+{\left(11+11-1\right)}^{1+1}$$
453#1 $$453=11+\left(1+1\right)\times\left(\left(1+1\right)\times111-1\right)$$
454#1 $$454=11\times11+\left(1+1+1\right)\times111$$
455#1 $$455=11+\left(1+1\right)\times\left(1+1\right)\times111$$
456#1 $$456=\left(1+1+1\right)!!-\left(1+1+1+1\right)!\times11$$
457#1 $$457=\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!-1-1}{\textstyle11}-1$$
458#1 $$458=\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!-1-1}{\textstyle11}$$
459#1 $$459=1+\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!-1-1}{\textstyle11}$$
460#1 $$460=\left(1+1\right)\times\left(11\times\left(11+11-1\right)-1\right)$$
461#1 $$461=\left(11+11\right)\times\left(11+11-1\right)-1$$
462#1 $$462=\left(11+11\right)\times\left(11+11-1\right)$$
463#1 $$463=\left(1+1\right)\times\left(11\times11+111\right)-1$$
464#1 $$464=\left(1+1\right)\times\left(11\times11+111\right)$$
465#1 $$465={\left(1+1+1+1\right)!}^{1+1}-111$$
466#1 $$466=\left(1+1\right)\times\left(11+\left(1+1\right)\times111\right)$$
467#1 $$467=1+\left(1+1\right)\times\left(11+\left(1+1\right)\times111\right)$$
468#1 $$468={\left(1+1+1\right)!}^{1+1}\times\left(1+1+11\right)$$
469#1 $$469=\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}-11$$
470#1 $$470=\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}+111-1$$
471#1 $$471=\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}+111$$
472#1 $$472={\left(11+11\right)}^{1+1}-11-1$$
473#1 $$473={\left(11+11\right)}^{1+1}-11$$
474#1 $$474=1+{\left(11+11\right)}^{1+1}-11$$
475#1 $$475=1+1+{\left(11+11\right)}^{1+1}-11$$
476#1 $$476=\left(1+1\right)\times\left(1+1\right)\times\left(\left(\left(1+1+1\right)!-1\right)!-1\right)$$
477#1 $$477=\left(1+1+1\right)!!-{\sqrt{1+1+1}}^{11-1}$$
478#1 $$478={\left(11+11\right)}^{1+1}-\left(1+1+1\right)!$$
479#1 $$479=\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}-1$$
480#1 $$480=\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}$$
481#1 $$481=1+\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}$$
482#1 $$482={\left(11+11\right)}^{1+1}-1-1$$
483#1 $$483={\left(11+11\right)}^{1+1}-1$$
484#1 $$484={\left(11+11\right)}^{1+1}$$
485#1 $$485=1+{\left(11+11\right)}^{1+1}$$
486#1 $$486=1+1+{\left(11+11\right)}^{1+1}$$
487#1 $$487=1+1+1+{\left(11+11\right)}^{1+1}$$
488#1 $$488=\left(1+1\right)\times\left(1+1\right)\times\left(11+111\right)$$
489#1 $$489=1+\left(1+1\right)\times\left(1+1\right)\times\left(11+111\right)$$
490#1 $$490=\left(1+1+1\right)!+{\left(11+11\right)}^{1+1}$$
491#1 $$491=\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}+11$$
492#1 $$492=\left(1+1\right)\times\left(1+1\right)\times\left(1+11+111\right)$$
493#1 $$493=\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle11-1}-11$$
494#1 $$494=11+{\left(11+11\right)}^{1+1}-1$$
495#1 $$495=11+{\left(11+11\right)}^{1+1}$$
496#1 $$496=1+11+{\left(11+11\right)}^{1+1}$$
497#1 $$497=\left(1+1+1\right)!!-\left(1+1\right)\times111-1$$
498#1 $$498=\left(1+1+1\right)!!-\left(1+1\right)\times111$$
499#1 $$499=\frac{\textstyle{\left(11-1\right)}^{1+1+1}}{\textstyle1+1}-1$$
500#1 $$500=\frac{\textstyle{\left(11-1\right)}^{1+1+1}}{\textstyle1+1}$$
501#1 $$501={\left(1+1\right)}^{11-1-1}-11$$
502#1 $$502=1+{\left(1+1\right)}^{11-1-1}-11$$
503#1 $$503=\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle11-1}-1$$
504#1 $$504=\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle11-1}$$
505#1 $$505=1+\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle11-1}$$
506#1 $$506=\left(11+11\right)\times\left(1+11+11\right)$$
507#1 $$507=\left(1+1+1\right)\times{\left(1+1+11\right)}^{1+1}$$
508#1 $$508=\left(1+1\right)\times\left(1+11\times\left(1+11+11\right)\right)$$
509#1 $$509={\left(1+1\right)}^{11-1-1}-1-1-1$$
510#1 $$510={\left(1+1\right)}^{11-1-1}-1-1$$
511#1 $$511={\left(1+1\right)}^{11-1-1}-1$$
512#1 $$512={\left(1+1\right)}^{11-1-1}$$
513#1 $$513=1+{\left(1+1\right)}^{11-1-1}$$
514#1 $$514=1+1+{\left(1+1\right)}^{11-1-1}$$
515#1 $$515=1+1+1+{\left(1+1\right)}^{11-1-1}$$
516#1 $$516=\left(1+11\right)\times\left(\left(1+1\right)\times\left(11+11\right)-1\right)$$
517#1 $$517=11\times\left({\left(1+1+1\right)!}^{1+1}+11\right)$$
518#1 $$518=\left(1+\frac{\textstyle11}{\textstyle1+1+1}\right)\times111$$
519#1 $$519=1+\left(1+\frac{\textstyle11}{\textstyle1+1+1}\right)\times111$$
520#1 $$520=\left(1+1+1\right)!!-\left(1+1\right)\times\left(111-11\right)$$
521#1 $$521=11+{\left(1+1\right)}^{11-1-1}-1-1$$
522#1 $$522=11+{\left(1+1\right)}^{11-1-1}-1$$
523#1 $$523=11+{\left(1+1\right)}^{11-1-1}$$
524#1 $$524=1+11+{\left(1+1\right)}^{11-1-1}$$
525#1 $$525=1+1+11+{\left(1+1\right)}^{11-1-1}$$
526#1 $$526=\left(1+1\right)\times\left(\left(1+1+1+1\right)!\times11-1\right)$$
527#1 $$527={\left(1+11+11\right)}^{1+1}-1-1$$
528#1 $$528={\left(1+11+11\right)}^{1+1}-1$$
529#1 $$529={\left(1+11+11\right)}^{1+1}$$
530#1 $$530=1+{\left(1+11+11\right)}^{1+1}$$
531#1 $$531=1+1+{\left(1+11+11\right)}^{1+1}$$
532#1 $$532=1+1+1+{\left(1+11+11\right)}^{1+1}$$
533#1 $$533=\left(1+1+1\right)!!-11\times\left(\left(1+1+1\right)!+11\right)$$
534#1 $$534=\left(1+1+1\right)!\times\sqrt{1+\left(1+1+1\right)!!\times11}$$
535#1 $$535=\left(11-1\right)\times\left(\frac{\textstyle111}{\textstyle1+1}-1-1\right)$$
536#1 $$536=\left(1+1+1+1\right)!+{\left(1+1\right)}^{11-1-1}$$
537#1 $$537={\left(1+\left(1+1+1\right)!\right)}^{1+1}\times11-1-1$$
538#1 $$538={\left(1+\left(1+1+1\right)!\right)}^{1+1}\times11-1$$
539#1 $$539={\left(1+\left(1+1+1\right)!\right)}^{1+1}\times11$$
540#1 $$540=\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1+1}}$$
541#1 $$541=1+\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1+1}}$$
542#1 $$542=1+1+\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1+1}}$$
543#1 $$543=\frac{\textstyle1111-1}{\textstyle1+1}-11-1$$
544#1 $$544=\frac{\textstyle1111-1}{\textstyle1+1}-11$$
545#1 $$545=\frac{\textstyle1+1111}{\textstyle1+1}-11$$
546#1 $$546=1+\frac{\textstyle1+1111}{\textstyle1+1}-11$$
547#1 $$547=\frac{\textstyle1111-11}{\textstyle1+1}-1-1-1$$
548#1 $$548=\frac{\textstyle1111-11}{\textstyle1+1}-1-1$$
549#1 $$549=\frac{\textstyle1111-11}{\textstyle1+1}-1$$
550#1 $$550=\frac{\textstyle1111-11}{\textstyle1+1}$$
551#1 $$551=1+\frac{\textstyle1111-11}{\textstyle1+1}$$
552#1 $$552=\frac{\textstyle\left(1+1+1+1\right)!!}{\textstyle\left(11+11\right)!}$$
553#1 $$553=\frac{\textstyle1111-1}{\textstyle1+1}-1-1$$
554#1 $$554=\frac{\textstyle1111-1}{\textstyle1+1}-1$$
555#1 $$555=\frac{\textstyle1111-1}{\textstyle1+1}$$
556#1 $$556=\frac{\textstyle1+1111}{\textstyle1+1}$$
557#1 $$557=1+\frac{\textstyle1+1111}{\textstyle1+1}$$
558#1 $$558=1+1+\frac{\textstyle1+1111}{\textstyle1+1}$$
559#1 $$559=\left(\left(1+1+1\right)!-1\right)\times\left(1+111\right)-1$$
560#1 $$560=\left(\left(1+1+1\right)!-1\right)\times\left(1+111\right)$$
561#1 $$561=\frac{\textstyle11+1111}{\textstyle1+1}$$
562#1 $$562=1+\frac{\textstyle11+1111}{\textstyle1+1}$$
563#1 $$563=1+1+\frac{\textstyle11+1111}{\textstyle1+1}$$
564#1 $$564={\left(1+1+1+1\right)!}^{1+1}-11-1$$
565#1 $$565={\left(1+1+1+1\right)!}^{1+1}-11$$
566#1 $$566=11+\frac{\textstyle1111-1}{\textstyle1+1}$$
567#1 $$567=11+\frac{\textstyle1+1111}{\textstyle1+1}$$
568#1 $$568=1+11+\frac{\textstyle1+1111}{\textstyle1+1}$$
569#1 $$569={\left(1+1+1+1\right)!}^{1+1}-\left(1+1+1\right)!-1$$
570#1 $$570={\left(1+1+1+1\right)!}^{1+1}-\left(1+1+1\right)!$$
571#1 $$571=11+\left(\left(1+1+1\right)!-1\right)\times\left(1+111\right)$$
572#1 $$572=11+\frac{\textstyle11+1111}{\textstyle1+1}$$
573#1 $$573={\left(1+1+1+1\right)!}^{1+1}-1-1-1$$
574#1 $$574={\left(1+1+1+1\right)!}^{1+1}-1-1$$
575#1 $$575={\left(1+1+1+1\right)!}^{1+1}-1$$
576#1 $$576={\left(1+1+1+1\right)!}^{1+1}$$
577#1 $$577=1+{\left(1+1+1+1\right)!}^{1+1}$$
578#1 $$578=1+1+{\left(1+1+1+1\right)!}^{1+1}$$
579#1 $$579=1+1+1+{\left(1+1+1+1\right)!}^{1+1}$$
580#1 $$580=\left(1+1\right)\times\left(1+1\right)\times\left(1+{\left(1+11\right)}^{1+1}\right)$$
581#1 $$581=\left(1+1+1\right)!+{\left(1+1+1+1\right)!}^{1+1}-1$$
582#1 $$582=\left(1+1+1\right)!+{\left(1+1+1+1\right)!}^{1+1}$$
583#1 $$583=11\times\left({\sqrt{1+1}}^{1+11}-11\right)$$
584#1 $$584=1+11\times\left({\sqrt{1+1}}^{1+11}-11\right)$$
585#1 $$585=\left(11-1-1\right)\times\left(1+{\sqrt{1+1}}^{1+11}\right)$$
586#1 $$586={\left(1+1+1+1\right)!}^{1+1}+11-1$$
587#1 $$587={\left(1+1+1+1\right)!}^{1+1}+11$$
588#1 $$588=\left(1+1+1\right)!!-11\times\left(1+11\right)$$
589#1 $$589=1+\left(1+1+1\right)!!-11\times\left(1+11\right)$$
590#1 $$590=\left(11-1\right)\times\left(\left(1+1+1\right)!\times\left(11-1\right)-1\right)$$
591#1 $$591=\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}+111$$
592#1 $$592=\left(1+1+1\right)!!-{\left(1+1\right)}^{1+\left(1+1+1\right)!}$$
593#1 $$593=11\times{\sqrt{1+1}}^{1+11}-111$$
594#1 $$594=11\times\left(\frac{\textstyle111-1}{\textstyle1+1}-1\right)$$
595#1 $$595={\left(11+11\right)}^{1+1}+111$$
596#1 $$596=1+{\left(11+11\right)}^{1+1}+111$$
597#1 $$597=\left(1+1+1\right)!!-\left(11+111\right)-1$$
598#1 $$598=\left(1+1+1\right)!!-\left(11+111\right)$$
599#1 $$599=\left(1+1+1\right)!!-11\times11$$
600#1 $$600=\left(1+1+1\right)!!-\left(\left(1+1+1\right)!-1\right)!$$
601#1 $$601=1+\left(1+1+1\right)!!-\left(\left(1+1+1\right)!-1\right)!$$
602#1 $$602=1+1+\left(1+1+1\right)!!-\left(\left(1+1+1\right)!-1\right)!$$
603#1 $$603=\left(1+1+1\right)!!-111-\left(1+1+1\right)!$$
604#1 $$604=\frac{\textstyle11\times\left(111-1\right)}{\textstyle1+1}-1$$
605#1 $$605=\frac{\textstyle11\times\left(111-1\right)}{\textstyle1+1}$$
606#1 $$606=1+\frac{\textstyle11\times\left(111-1\right)}{\textstyle1+1}$$
607#1 $$607=\left(1+1+1\right)!!-111-1-1$$
608#1 $$608=\left(1+1+1\right)!!-111-1$$
609#1 $$609=\left(1+1+1\right)!!-111$$
610#1 $$610=1+\left(1+1+1\right)!!-111$$
611#1 $$611=\frac{\textstyle1+11\times111}{\textstyle1+1}$$
612#1 $$612=1+\frac{\textstyle1+11\times111}{\textstyle1+1}$$
613#1 $$613=1+1+\frac{\textstyle1+11\times111}{\textstyle1+1}$$
614#1 $$614={\left(1+\left(1+1+1+1\right)!\right)}^{1+1}-11$$
615#1 $$615=\frac{\textstyle11\times\left(1+111\right)}{\textstyle1+1}-1$$
616#1 $$616=\frac{\textstyle11\times\left(1+111\right)}{\textstyle1+1}$$
617#1 $$617=1+\frac{\textstyle11\times\left(1+111\right)}{\textstyle1+1}$$
618#1 $$618={\sqrt{1+1+1}}^{1+11}-111$$
619#1 $$619=\left(1+1+1\right)!!-\frac{\textstyle1111}{\textstyle11}$$
620#1 $$620=\left(1+1+1\right)!!-111+11$$
621#1 $$621=1+\left(1+1+1\right)!!-111+11$$
622#1 $$622=11+\frac{\textstyle1+11\times111}{\textstyle1+1}$$
623#1 $$623={\left(1+1\right)}^{11-1-1}+111$$
624#1 $$624={\left(1+\left(1+1+1+1\right)!\right)}^{1+1}-1$$
625#1 $$625={\left(1+\left(1+1+1+1\right)!\right)}^{1+1}$$
626#1 $$626=1+{\left(1+\left(1+1+1+1\right)!\right)}^{1+1}$$
627#1 $$627=11\times\left(1+\frac{\textstyle1+111}{\textstyle1+1}\right)$$
628#1 $$628=1+11\times\left(1+\frac{\textstyle1+111}{\textstyle1+1}\right)$$
629#1 $$629=\left(1+1+\frac{\textstyle11}{\textstyle1+1+1}\right)\times111$$
630#1 $$630=\left(11-1\right)\times\left({\sqrt{1+1}}^{1+11}-1\right)$$
631#1 $$631=\left(1+1+1\right)!!-\sqrt{1+\left(1+1+1\right)!!\times11}$$
632#1 $$632=\left(1+1+1\right)!!-11\times\left(11-1-1-1\right)$$
633#1 $$633=\left(1+1+1\right)\times\left(\left(1+1\right)\times111-11\right)$$
634#1 $$634=11+{\left(1+1\right)}^{11-1-1}+111$$
635#1 $$635={\left(1+\left(1+1+1+1\right)!\right)}^{1+1}+11-1$$
636#1 $$636={\left(1+\left(1+1+1+1\right)!\right)}^{1+1}+11$$
637#1 $$637=1+{\left(1+\left(1+1+1+1\right)!\right)}^{1+1}+11$$
638#1 $$638=11\times\left(1+1+\frac{\textstyle1+111}{\textstyle1+1}\right)$$
639#1 $$639=\left(11-1\right)\times{\sqrt{1+1}}^{1+11}-1$$
640#1 $$640=\left(11-1\right)\times{\sqrt{1+1}}^{1+11}$$
641#1 $$641=1+\left(11-1\right)\times{\sqrt{1+1}}^{1+11}$$
642#1 $$642=\left(1+11\right)\times\left(\frac{\textstyle111}{\textstyle1+1}-1-1\right)$$
643#1 $$643=\left(1+1+1\right)!!-\left(1+\left(1+1+1\right)!\right)\times11$$
644#1 $$644=\left(1+1\right)\times\left(\left(1+1+1\right)\times111-11\right)$$
645#1 $$645=\left(1+1+1\right)!!-\left(11+{\sqrt{1+1}}^{1+11}\right)$$
646#1 $$646=\left(1+1+1\right)!!-\frac{\textstyle111}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}$$
647#1 $$647=\left(1+1+1\right)!!\times\left(1-\frac{\textstyle1}{\textstyle11-1}\right)-1$$
648#1 $$648=\left(1+1+1\right)!!\times\left(1-\frac{\textstyle1}{\textstyle11-1}\right)$$
649#1 $$649=\left(1+1+1\right)!!-\sqrt{1+\left(1+\left(1+1+1\right)!\right)!}$$
650#1 $$650=\left(11-1\right)\times\left(1+{\sqrt{1+1}}^{1+11}\right)$$
651#1 $$651=11+\left(11-1\right)\times{\sqrt{1+1}}^{1+11}$$
652#1 $$652=\left(1+1+1\right)!\times\left(111-1-1\right)-1-1$$
653#1 $$653=\left(1+1+1\right)!\times\left(111-1-1\right)-1$$
654#1 $$654=\left(1+1+1\right)!\times\left(111-1-1\right)$$
655#1 $$655=\left(1+1+1\right)!\times111-11$$
656#1 $$656=\left(1+1+1\right)!!-{\sqrt{1+1}}^{1+11}$$
657#1 $$657=1+\left(1+1+1\right)!!-{\sqrt{1+1}}^{1+11}$$
658#1 $$658=\left(1+1+1\right)!\times\left(111-1\right)-1-1$$
659#1 $$659=\left(1+1+1\right)!\times\left(111-1\right)-1$$
660#1 $$660=\left(1+1+1\right)!\times\left(111-1\right)$$
661#1 $$661=1+\left(1+1+1\right)!\times\left(111-1\right)$$
662#1 $$662=1+1+\left(1+1+1\right)!\times\left(111-1\right)$$
663#1 $$663=\left(1+1+1\right)\times\left(\left(1+1\right)\times111-1\right)$$
664#1 $$664=\left(1+1+1\right)!\times111-1-1$$
665#1 $$665=\left(1+1+1\right)!\times111-1$$
666#1 $$666=\left(1+1+1\right)!\times111$$
667#1 $$667=1+\left(1+1+1\right)!\times111$$
668#1 $$668=1+1+\left(1+1+1\right)!\times111$$
669#1 $$669=\left(1+1+1\right)\times\left(1+\left(1+1\right)\times111\right)$$
670#1 $$670=\left(1+1+1\right)!\times\left(1+111\right)-1-1$$
671#1 $$671=\left(1+1+1\right)!\times\left(1+111\right)-1$$
672#1 $$672=\left(1+1+1\right)!\times\left(1+111\right)$$
673#1 $$673=1+\left(1+1+1\right)!\times\left(1+111\right)$$
674#1 $$674=1+1+\left(1+1+1\right)!\times\left(1+111\right)$$
675#1 $$675={\left(\left(1+1\right)\times \left(1+1+11\right)\right)}^{1+1}-1$$
676#1 $$676={\left(\left(1+1\right)\times \left(1+1+11\right)\right)}^{1+1}$$
677#1 $$677=11+\left(1+1+1\right)!\times111$$
678#1 $$678=\left(1+1+1\right)!\times\left(1+1+111\right)$$
679#1 $$679=\frac{\textstyle{\left(1+1\right)}^{11}-11}{\textstyle1+1+1}$$
680#1 $$680=1+\frac{\textstyle{\left(1+1\right)}^{11}-11}{\textstyle1+1+1}$$
681#1 $$681=11\times\left({\sqrt{1+1}}^{1+11}-1-1\right)-1$$
682#1 $$682=11\times\left({\sqrt{1+1}}^{1+11}-1-1\right)$$
683#1 $$683=\frac{\textstyle1+{\left(1+1\right)}^{11}}{\textstyle1+1+1}$$
684#1 $$684=\left(1+1+1\right)!!-{\left(1+1+1\right)!}^{1+1}$$
685#1 $$685=\left(1+1+1\right)!!-\left(\left(1+1+1+1\right)!+11\right)$$
686#1 $$686=\left(1+1\right)\times{\left(1+\left(1+1+1\right)!\right)}^{1+1+1}$$
687#1 $$687=\left(1+1+1\right)!!-\left(1+1+1\right)\times11$$
688#1 $$688=\left(1+1+1\right)!!-{\sqrt{1+1}}^{11-1}$$
689#1 $$689=1+\left(1+1+1\right)!!-{\sqrt{1+1}}^{11-1}$$
690#1 $$690=\left(1+1+1\right)!!-\left(1+1+1\right)\times\left(11-1\right)$$
691#1 $$691=11\times\left({\sqrt{1+1}}^{1+11}-1\right)-1-1$$
692#1 $$692=11\times\left({\sqrt{1+1}}^{1+11}-1\right)-1$$
693#1 $$693=11\times\left({\sqrt{1+1}}^{1+11}-1\right)$$
694#1 $$694=1+11\times\left({\sqrt{1+1}}^{1+11}-1\right)$$
695#1 $$695=\left(1+1+1\right)!!-\left(1+1+1+1\right)!-1$$
696#1 $$696=\left(1+1+1\right)!!-\left(1+1+1+1\right)!$$
697#1 $$697=\left(1+1+1\right)!!-\left(11+11\right)-1$$
698#1 $$698=\left(1+1+1\right)!!-\left(11+11\right)$$
699#1 $$699=1+\left(1+1+1\right)!!-\left(11+11\right)$$
700#1 $$700=\left(1+1+1\right)!!-\left(1+1\right)\times\left(11-1\right)$$
701#1 $$701=1+\left(1+1+1\right)!!-\left(1+1\right)\times\left(11-1\right)$$
702#1 $$702=11\times{\sqrt{1+1}}^{1+11}-1-1$$
703#1 $$703=11\times{\sqrt{1+1}}^{1+11}-1$$
704#1 $$704=11\times{\sqrt{1+1}}^{1+11}$$
705#1 $$705=1+11\times{\sqrt{1+1}}^{1+11}$$
706#1 $$706=\left(1+1+1\right)!!-11-1-1-1$$
707#1 $$707=\left(1+1+1\right)!!-11-1-1$$
708#1 $$708=\left(1+1+1\right)!!-11-1$$
709#1 $$709=\left(1+1+1\right)!!-11$$
710#1 $$710=1+\left(1+1+1\right)!!-11$$
711#1 $$711=1+1+\left(1+1+1\right)!!-11$$
712#1 $$712=1+1+1+\left(1+1+1\right)!!-11$$
713#1 $$713=\left(1+1+1\right)!!-\left(1+1+1\right)!-1$$
714#1 $$714=\left(1+1+1\right)!!-\left(1+1+1\right)!$$
715#1 $$715=1+\left(1+1+1\right)!!-\left(1+1+1\right)!$$
716#1 $$716=\left(1+1+1\right)!!-1-1-1-1$$
717#1 $$717=\left(1+1+1\right)!!-1-1-1$$
718#1 $$718=\left(1+1+1\right)!!-1-1$$
719#1 $$719=\left(1+1+1\right)!!-1$$
720#1 $$720=\left(1+1+1\right)!!$$
721#1 $$721=1+\left(1+1+1\right)!!$$
722#1 $$722=1+1+\left(1+1+1\right)!!$$
723#1 $$723=1+1+1+\left(1+1+1\right)!!$$
724#1 $$724=1+1+1+1+\left(1+1+1\right)!!$$
725#1 $$725=\left(1+1+1\right)!!+\left(1+1+1\right)!-1$$
726#1 $$726=\left(1+1+1\right)!!+\left(1+1+1\right)!$$
727#1 $$727=1+\left(1+1+1\right)!!+\left(1+1+1\right)!$$
728#1 $$728={\sqrt{1+1+1}}^{1+11}-1$$
729#1 $$729={\sqrt{1+1+1}}^{1+11}$$
730#1 $$730=\left(1+1+1\right)!!+11-1$$
731#1 $$731=\left(1+1+1\right)!!+11$$
732#1 $$732=1+\left(1+1+1\right)!!+11$$
733#1 $$733=1+1+\left(1+1+1\right)!!+11$$
734#1 $$734=1+1+1+\left(1+1+1\right)!!+11$$
735#1 $$735=\left(1+1+1\right)!+{\sqrt{1+1+1}}^{1+11}$$
736#1 $$736=11\times\left(1+\left(1+1+1\right)!\times11\right)-1$$
