1#1 1 $$1$$
297#1 (1+1+1)^(1+1+1)*11 $${\left(1+1+1\right)}^{1+1+1}\times11$$
298#1 1+(1+1+1)^(1+1+1)*11 $$1+{\left(1+1+1\right)}^{1+1+1}\times11$$
299#1 (1+1+1)*(111-11)-1 $$\left(1+1+1\right)\times\left(111-11\right)-1$$
300#1 (1+1+1)*(111-11) $$\left(1+1+1\right)\times\left(111-11\right)$$
301#1 1+(1+1+1)*(111-11) $$1+\left(1+1+1\right)\times\left(111-11\right)$$
302#1 (1+1+1)/(11/1111)-1 $$\left(1+1+1\right)\times\frac{\textstyle1111}{\textstyle11}-1$$
303#1 (1+1+1)/(11/1111) $$\left(1+1+1\right)\times\frac{\textstyle1111}{\textstyle11}$$
304#1 (1+1)^(11-1)-(1+1+1)!! $${\left(1+1\right)}^{11-1}-\left(1+1+1\right)!!$$
305#1 (1+(1+1+1)!!-111)/(1+1) $$\frac{\textstyle1+\left(1+1+1\right)!!-111}{\textstyle1+1}$$
306#1 (1+1+1)*(1+1111/11) $$\left(1+1+1\right)\times\left(1+\frac{\textstyle1111}{\textstyle11}\right)$$
307#1 (1+1+1+11)^(1+1)+111 $${\left(1+1+1+11\right)}^{1+1}+111$$
308#1 (1+1+1+11)*(11+11) $$\left(1+1+1+11\right)\times\left(11+11\right)$$
309#1 1+(1+1+1+11)*(11+11) $$1+\left(1+1+1+11\right)\times\left(11+11\right)$$
310#1 (1+1)*(11+(1+11)^(1+1)) $$\left(1+1\right)\times\left(11+{\left(1+11\right)}^{1+1}\right)$$
311#1 (1+1+1+1)!*(1+1+11)-1 $$\left(1+1+1+1\right)!\times\left(1+1+11\right)-1$$
312#1 (1+1+1+1)!*(1+1+11) $$\left(1+1+1+1\right)!\times\left(1+1+11\right)$$
313#1 1+(1+1+1+1)!*(1+1+11) $$1+\left(1+1+1+1\right)!\times\left(1+1+11\right)$$
314#1 (1+1)*(1+(1+1+11)!/(11!)) $$\left(1+1\right)\times\left(1+\frac{\textstyle\left(1+1+11\right)!}{\textstyle11!}\right)$$
315#1 (1+1+1)*(111-(1+1+1)!) $$\left(1+1+1\right)\times\left(111-\left(1+1+1\right)!\right)$$
316#1 (1+1+1)*(111-1-1)-11 $$\left(1+1+1\right)\times\left(111-1-1\right)-11$$
317#1 (1+1+1)*(111-1)-11-1-1 $$\left(1+1+1\right)\times\left(111-1\right)-11-1-1$$
318#1 (1+1+1)*(111-1)-11-1 $$\left(1+1+1\right)\times\left(111-1\right)-11-1$$
319#1 (1+1+1)*(111-1)-11 $$\left(1+1+1\right)\times\left(111-1\right)-11$$
320#1 (11-1)*√(1+1)^(11-1) $$\left(11-1\right)\times{\sqrt{1+1}}^{11-1}$$
321#1 (1+1+1)*111-11-1 $$\left(1+1+1\right)\times111-11-1$$
322#1 (1+1+1)*111-11 $$\left(1+1+1\right)\times111-11$$
323#1 1+(1+1+1)*111-11 $$1+\left(1+1+1\right)\times111-11$$
324#1 ((1+1)*(11-1-1))^(1+1) $${\left(\left(1+1\right)\times\left(11-1-1\right)\right)}^{1+1}$$
325#1 (1+1+1)*(1+111)-11 $$\left(1+1+1\right)\times\left(1+111\right)-11$$
326#1 (1+1+1)*(111-1-1)-1 $$\left(1+1+1\right)\times\left(111-1-1\right)-1$$
327#1 (1+1+1)*(111-1-1) $$\left(1+1+1\right)\times\left(111-1-1\right)$$
328#1 (1+1+1)*(111-1)-1-1 $$\left(1+1+1\right)\times\left(111-1\right)-1-1$$
329#1 (1+1+1)*(111-1)-1 $$\left(1+1+1\right)\times\left(111-1\right)-1$$
330#1 (1+1+1)*(111-1) $$\left(1+1+1\right)\times\left(111-1\right)$$
331#1 (1+1+1)*111-1-1 $$\left(1+1+1\right)\times111-1-1$$
332#1 (1+1+1)*111-1 $$\left(1+1+1\right)\times111-1$$
333#1 (1+1+1)*111 $$\left(1+1+1\right)\times111$$
334#1 1+(1+1+1)*111 $$1+\left(1+1+1\right)\times111$$
335#1 1+1+(1+1+1)*111 $$1+1+\left(1+1+1\right)\times111$$
336#1 (1+1+1)*(1+111) $$\left(1+1+1\right)\times\left(1+111\right)$$
337#1 1+(1+1+1)*(1+111) $$1+\left(1+1+1\right)\times\left(1+111\right)$$
338#1 (1+1)*(1+1+11)^(1+1) $$\left(1+1\right)\times{\left(1+1+11\right)}^{1+1}$$
339#1 (1+1+1)*(1+1+111) $$\left(1+1+1\right)\times\left(1+1+111\right)$$
340#1 1+(1+1+1)*(1+1+111) $$1+\left(1+1+1\right)\times\left(1+1+111\right)$$
341#1 11*(√(1+1)^(11-1)-1) $$11\times\left({\sqrt{1+1}}^{11-1}-1\right)$$
342#1 (1+(1+1+1)!)^(1+1+1)-1 $${\left(1+\left(1+1+1\right)!\right)}^{1+1+1}-1$$
343#1 (1+(1+1+1)!)^(1+1+1) $${\left(1+\left(1+1+1\right)!\right)}^{1+1+1}$$
344#1 11+(1+1+1)*111 $$11+\left(1+1+1\right)\times111$$
345#1 1+11+(1+1+1)*111 $$1+11+\left(1+1+1\right)\times111$$
346#1 1+1+11+(1+1+1)*111 $$1+1+11+\left(1+1+1\right)\times111$$
347#1 11+(1+1+1)*(1+111) $$11+\left(1+1+1\right)\times\left(1+111\right)$$
348#1 (1+1+1)!!/(1+1)-11-1 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}-11-1$$
349#1 (1+1+1)!!/(1+1)-11 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}-11$$
350#1 1+(1+1+1)!!/(1+1)-11 $$1+\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}-11$$
351#1 11*√(1+1)^(11-1)-1 $$11\times{\sqrt{1+1}}^{11-1}-1$$
352#1 11*√(1+1)^(11-1) $$11\times{\sqrt{1+1}}^{11-1}$$
353#1 1+11*√(1+1)^(11-1) $$1+11\times{\sqrt{1+1}}^{11-1}$$
354#1 ((1+1+1)!!-11-1)/(1+1) $$\frac{\textstyle\left(1+1+1\right)!!-11-1}{\textstyle1+1}$$
355#1 (1+(1+1+1)!!-11)/(1+1) $$\frac{\textstyle1+\left(1+1+1\right)!!-11}{\textstyle1+1}$$
356#1 1+(1+(1+1+1)!!-11)/(1+1) $$1+\frac{\textstyle1+\left(1+1+1\right)!!-11}{\textstyle1+1}$$
357#1 (1+1+1)!!/(1+1)-1-1-1 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}-1-1-1$$
358#1 (1+1+1)!!/(1+1)-1-1 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}-1-1$$
359#1 (1+1+1)!!/(1+1)-1 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}-1$$
360#1 (1+1+1)!!/(1+1) $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}$$
361#1 1+(1+1+1)!!/(1+1) $$1+\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}$$
362#1 1+1+(1+1+1)!!/(1+1) $$1+1+\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}$$
363#1 (1+1+1)*11*11 $$\left(1+1+1\right)\times11\times11$$
364#1 1+(1+1+1)*11*11 $$1+\left(1+1+1\right)\times11\times11$$
365#1 ((1+1+1)!!+11-1)/(1+1) $$\frac{\textstyle\left(1+1+1\right)!!+11-1}{\textstyle1+1}$$
366#1 (1+1+1)*(11+111) $$\left(1+1+1\right)\times\left(11+111\right)$$
367#1 1+(1+1+1)*(11+111) $$1+\left(1+1+1\right)\times\left(11+111\right)$$
368#1 (1111-1)/(1+1+1)-1-1 $$\frac{\textstyle1111-1}{\textstyle1+1+1}-1-1$$
369#1 (1111-1)/(1+1+1)-1 $$\frac{\textstyle1111-1}{\textstyle1+1+1}-1$$
370#1 (1111-1)/(1+1+1) $$\frac{\textstyle1111-1}{\textstyle1+1+1}$$
371#1 (1+1+1)!!/(1+1)+11 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}+11$$
372#1 1+(1+1+1)!!/(1+1)+11 $$1+\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}+11$$
373#1 (11+11)^(1+1)-111 $${\left(11+11\right)}^{1+1}-111$$
374#1 11*(1+(1+1+1)*11) $$11\times\left(1+\left(1+1+1\right)\times11\right)$$
375#1 1+11*(1+(1+1+1)*11) $$1+11\times\left(1+\left(1+1+1\right)\times11\right)$$
376#1 1+1+11*(1+(1+1+1)*11) $$1+1+11\times\left(1+\left(1+1+1\right)\times11\right)$$
377#1 11+(1+1+1)*(11+111) $$11+\left(1+1+1\right)\times\left(11+111\right)$$
378#1 (1+1+1)!*(√(1+1)^(1+11)-1) $$\left(1+1+1\right)!\times\left({\sqrt{1+1}}^{1+11}-1\right)$$
379#1 1111-11-(1+1+1)!!-1 $$1111-11-\left(1+1+1\right)!!-1$$
380#1 1111-11-(1+1+1)!! $$1111-11-\left(1+1+1\right)!!$$
381#1 11+(1111-1)/(1+1+1) $$11+\frac{\textstyle1111-1}{\textstyle1+1+1}$$
382#1 (1+1+1)!!/(1+1)+11+11 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}+11+11$$
383#1 (1+11)*√(1+1)^(11-1)-1 $$\left(1+11\right)\times{\sqrt{1+1}}^{11-1}-1$$
384#1 (1+11)*√(1+1)^(11-1) $$\left(1+11\right)\times{\sqrt{1+1}}^{11-1}$$
385#1 11*((1+1+1+1)!+11) $$11\times\left(\left(1+1+1+1\right)!+11\right)$$
386#1 1+11*((1+1+1+1)!+11) $$1+11\times\left(\left(1+1+1+1\right)!+11\right)$$
387#1 (1+1+1)!!-(1+1+1)*111 $$\left(1+1+1\right)!!-\left(1+1+1\right)\times111$$
388#1 ((1+1)*(11-1))^(1+1)-11-1 $${\left(\left(1+1\right)\times\left(11-1\right)\right)}^{1+1}-11-1$$
389#1 ((1+1)*(11-1))^(1+1)-11 $${\left(\left(1+1\right)\times\left(11-1\right)\right)}^{1+1}-11$$
390#1 1111-(1+1+1)!!-1 $$1111-\left(1+1+1\right)!!-1$$
391#1 1111-(1+1+1)!! $$1111-\left(1+1+1\right)!!$$
392#1 1+1111-(1+1+1)!! $$1+1111-\left(1+1+1\right)!!$$
393#1 (1+1+1)*(11*(1+11)-1) $$\left(1+1+1\right)\times\left(11\times\left(1+11\right)-1\right)$$
394#1 ((1+1+1)!)^(1+1)*11-1-1 $${\left(1+1+1\right)!}^{1+1}\times11-1-1$$
395#1 ((1+1+1)!)^(1+1)*11-1 $${\left(1+1+1\right)!}^{1+1}\times11-1$$
396#1 ((1+1+1)!)^(1+1)*11 $${\left(1+1+1\right)!}^{1+1}\times11$$
397#1 1+((1+1+1)!)^(1+1)*11 $$1+{\left(1+1+1\right)!}^{1+1}\times11$$
398#1 ((1+1)*(11-1))^(1+1)-1-1 $${\left(\left(1+1\right)\times\left(11-1\right)\right)}^{1+1}-1-1$$
399#1 ((1+1)*(11-1))^(1+1)-1 $${\left(\left(1+1\right)\times\left(11-1\right)\right)}^{1+1}-1$$
400#1 ((1+1)*(11-1))^(1+1) $${\left(\left(1+1\right)\times\left(11-1\right)\right)}^{1+1}$$
401#1 1+((1+1)*(11-1))^(1+1) $$1+{\left(\left(1+1\right)\times\left(11-1\right)\right)}^{1+1}$$
402#1 11+1111-(1+1+1)!! $$11+1111-\left(1+1+1\right)!!$$
403#1 (11*(111-1)-1)/(1+1+1) $$\frac{\textstyle11\times\left(111-1\right)-1}{\textstyle1+1+1}$$
404#1 (1+1)*(1+1)/(11/1111) $$\left(1+1\right)\times\left(1+1\right)\times\frac{\textstyle1111}{\textstyle11}$$
405#1 11*111/(1+1+1)-1-1 $$\frac{\textstyle11\times111}{\textstyle1+1+1}-1-1$$
406#1 11*111/(1+1+1)-1 $$\frac{\textstyle11\times111}{\textstyle1+1+1}-1$$
407#1 11*111/(1+1+1) $$\frac{\textstyle11\times111}{\textstyle1+1+1}$$
408#1 1+11*111/(1+1+1) $$1+\frac{\textstyle11\times111}{\textstyle1+1+1}$$
409#1 (1+(1+1+1)!)!/(1+11)-11 $$\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle1+11}-11$$
410#1 11+((1+1)*(11-1))^(1+1)-1 $$11+{\left(\left(1+1\right)\times\left(11-1\right)\right)}^{1+1}-1$$
411#1 11+((1+1)*(11-1))^(1+1) $$11+{\left(\left(1+1\right)\times\left(11-1\right)\right)}^{1+1}$$
412#1 1+11+((1+1)*(11-1))^(1+1) $$1+11+{\left(\left(1+1\right)\times\left(11-1\right)\right)}^{1+1}$$
413#1 11+11+1111-(1+1+1)!! $$11+11+1111-\left(1+1+1\right)!!$$
414#1 ((1+1+1)!)^(1+1)*(1/(1+1)+11) $${\left(1+1+1\right)!}^{1+1}\times\left(\frac{\textstyle1}{\textstyle1+1}+11\right)$$
415#1 ((1+1+1)!!+111-1)/(1+1) $$\frac{\textstyle\left(1+1+1\right)!!+111-1}{\textstyle1+1}$$
416#1 (1+1+11)*√(1+1)^(11-1) $$\left(1+1+11\right)\times{\sqrt{1+1}}^{11-1}$$
417#1 11*(1+111/(1+1+1))-1 $$11\times\left(1+\frac{\textstyle111}{\textstyle1+1+1}\right)-1$$
418#1 11*(1+111/(1+1+1)) $$11\times\left(1+\frac{\textstyle111}{\textstyle1+1+1}\right)$$
419#1 (1+(1+1+1)!)!/(1+11)-1 $$\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle1+11}-1$$
420#1 (1+(1+1+1)!)!/(1+11) $$\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle1+11}$$
421#1 1+(1+(1+1+1)!)!/(1+11) $$1+\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle1+11}$$
422#1 (1+1)*((1+1)*111-11) $$\left(1+1\right)\times\left(\left(1+1\right)\times111-11\right)$$
423#1 1+(1+1)*((1+1)*111-11) $$1+\left(1+1\right)\times\left(\left(1+1\right)\times111-11\right)$$
424#1 (1+1)*(1+(1+1)*111-11) $$\left(1+1\right)\times\left(1+\left(1+1\right)\times111-11\right)$$
425#1 (1+1+1)!*√(1+(1+(1+1+1)!)!)-1 $$\left(1+1+1\right)!\times\sqrt{1+\left(1+\left(1+1+1\right)!\right)!}-1$$
426#1 (1+1+1)!*√(1+(1+(1+1+1)!)!) $$\left(1+1+1\right)!\times\sqrt{1+\left(1+\left(1+1+1\right)!\right)!}$$
427#1 1+(1+1+1)!*√(1+(1+(1+1+1)!)!) $$1+\left(1+1+1\right)!\times\sqrt{1+\left(1+\left(1+1+1\right)!\right)!}$$
428#1 (1+1+1)*11*(1+1+11)-1 $$\left(1+1+1\right)\times11\times\left(1+1+11\right)-1$$
429#1 (1+1+1)*11*(1+1+11) $$\left(1+1+1\right)\times11\times\left(1+1+11\right)$$
430#1 (11+11-1)^(1+1)-11 $${\left(11+11-1\right)}^{1+1}-11$$
431#1 (1+1+1)*(1+11)^(1+1)-1 $$\left(1+1+1\right)\times{\left(1+11\right)}^{1+1}-1$$
432#1 (1+1+1)*(1+11)^(1+1) $$\left(1+1+1\right)\times{\left(1+11\right)}^{1+1}$$
433#1 (1+1)*(1+1)*111-11 $$\left(1+1\right)\times\left(1+1\right)\times111-11$$
434#1 (1+1)*(1+((1+1+1)!)^(1+1+1)) $$\left(1+1\right)\times\left(1+{\left(1+1+1\right)!}^{1+1+1}\right)$$
435#1 (1+1+1)*(1+(1+11)^(1+1)) $$\left(1+1+1\right)\times\left(1+{\left(1+11\right)}^{1+1}\right)$$
436#1 (1+1)*(1+1)*(111-1-1) $$\left(1+1\right)\times\left(1+1\right)\times\left(111-1-1\right)$$
437#1 (1+1)*(1+1)*(1+111)-11 $$\left(1+1\right)\times\left(1+1\right)\times\left(1+111\right)-11$$
438#1 (1+1)*((1+1)*(111-1)-1) $$\left(1+1\right)\times\left(\left(1+1\right)\times\left(111-1\right)-1\right)$$
439#1 (1+1)*(1+1)*(111-1)-1 $$\left(1+1\right)\times\left(1+1\right)\times\left(111-1\right)-1$$
440#1 (1+1)*(1+1)*(111-1) $$\left(1+1\right)\times\left(1+1\right)\times\left(111-1\right)$$
441#1 (11+11-1)^(1+1) $${\left(11+11-1\right)}^{1+1}$$
442#1 (1+1)*((1+1)*111-1) $$\left(1+1\right)\times\left(\left(1+1\right)\times111-1\right)$$
443#1 (1+1)*(1+1)*111-1 $$\left(1+1\right)\times\left(1+1\right)\times111-1$$
444#1 (1+1)*(1+1)*111 $$\left(1+1\right)\times\left(1+1\right)\times111$$
445#1 1+(1+1)*(1+1)*111 $$1+\left(1+1\right)\times\left(1+1\right)\times111$$
446#1 (1+1)*(1+(1+1)*111) $$\left(1+1\right)\times\left(1+\left(1+1\right)\times111\right)$$
447#1 1+(1+1)*(1+(1+1)*111) $$1+\left(1+1\right)\times\left(1+\left(1+1\right)\times111\right)$$
448#1 (1+1)*(1+1)*(1+111) $$\left(1+1\right)\times\left(1+1\right)\times\left(1+111\right)$$
449#1 1+(1+1)*(1+1)*(1+111) $$1+\left(1+1\right)\times\left(1+1\right)\times\left(1+111\right)$$
450#1 (1+1)*(1+(1+1)*(1+111)) $$\left(1+1\right)\times\left(1+\left(1+1\right)\times\left(1+111\right)\right)$$
451#1 11+(1+1)*(1+1)*(111-1) $$11+\left(1+1\right)\times\left(1+1\right)\times\left(111-1\right)$$
452#1 11+(11+11-1)^(1+1) $$11+{\left(11+11-1\right)}^{1+1}$$
453#1 11+(1+1)*((1+1)*111-1) $$11+\left(1+1\right)\times\left(\left(1+1\right)\times111-1\right)$$
454#1 11*11+(1+1+1)*111 $$11\times11+\left(1+1+1\right)\times111$$
455#1 11+(1+1)*(1+1)*111 $$11+\left(1+1\right)\times\left(1+1\right)\times111$$
456#1 (1+1+1)!!-(1+1+1+1)!*11 $$\left(1+1+1\right)!!-\left(1+1+1+1\right)!\times11$$
457#1 ((1+(1+1+1)!)!-1-1)/11-1 $$\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!-1-1}{\textstyle11}-1$$
458#1 ((1+(1+1+1)!)!-1-1)/11 $$\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!-1-1}{\textstyle11}$$
459#1 1+((1+(1+1+1)!)!-1-1)/11 $$1+\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!-1-1}{\textstyle11}$$
460#1 (1+1)*(11*(11+11-1)-1) $$\left(1+1\right)\times\left(11\times\left(11+11-1\right)-1\right)$$
461#1 (11+11)*(11+11-1)-1 $$\left(11+11\right)\times\left(11+11-1\right)-1$$
462#1 (11+11)*(11+11-1) $$\left(11+11\right)\times\left(11+11-1\right)$$
463#1 (1+1)*(11*11+111)-1 $$\left(1+1\right)\times\left(11\times11+111\right)-1$$
464#1 (1+1)*(11*11+111) $$\left(1+1\right)\times\left(11\times11+111\right)$$
465#1 ((1+1+1+1)!)^(1+1)-111 $${\left(1+1+1+1\right)!}^{1+1}-111$$
466#1 (1+1)*(11+(1+1)*111) $$\left(1+1\right)\times\left(11+\left(1+1\right)\times111\right)$$
467#1 1+(1+1)*(11+(1+1)*111) $$1+\left(1+1\right)\times\left(11+\left(1+1\right)\times111\right)$$
468#1 ((1+1+1)!)^(1+1)*(1+1+11) $${\left(1+1+1\right)!}^{1+1}\times\left(1+1+11\right)$$
469#1 (1+1+1)!!/(1+1/(1+1))-11 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}-11$$
470#1 (1+1+1)!!/(1+1)+111-1 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}+111-1$$
471#1 (1+1+1)!!/(1+1)+111 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+1}+111$$
472#1 (11+11)^(1+1)-11-1 $${\left(11+11\right)}^{1+1}-11-1$$
473#1 (11+11)^(1+1)-11 $${\left(11+11\right)}^{1+1}-11$$
474#1 1+(11+11)^(1+1)-11 $$1+{\left(11+11\right)}^{1+1}-11$$
475#1 1+1+(11+11)^(1+1)-11 $$1+1+{\left(11+11\right)}^{1+1}-11$$
476#1 (1+1)*(1+1)*(((1+1+1)!-1)!-1) $$\left(1+1\right)\times\left(1+1\right)\times\left(\left(\left(1+1+1\right)!-1\right)!-1\right)$$
477#1 (1+1+1)!!-√(1+1+1)^(11-1) $$\left(1+1+1\right)!!-{\sqrt{1+1+1}}^{11-1}$$
478#1 (11+11)^(1+1)-(1+1+1)! $${\left(11+11\right)}^{1+1}-\left(1+1+1\right)!$$
479#1 (1+1+1)!!/(1+1/(1+1))-1 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}-1$$
480#1 (1+1+1)!!/(1+1/(1+1)) $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}$$
481#1 1+(1+1+1)!!/(1+1/(1+1)) $$1+\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}$$
482#1 (11+11)^(1+1)-1-1 $${\left(11+11\right)}^{1+1}-1-1$$
483#1 (11+11)^(1+1)-1 $${\left(11+11\right)}^{1+1}-1$$
484#1 (11+11)^(1+1) $${\left(11+11\right)}^{1+1}$$
485#1 1+(11+11)^(1+1) $$1+{\left(11+11\right)}^{1+1}$$
486#1 1+1+(11+11)^(1+1) $$1+1+{\left(11+11\right)}^{1+1}$$
487#1 1+1+1+(11+11)^(1+1) $$1+1+1+{\left(11+11\right)}^{1+1}$$
488#1 (1+1)*(1+1)*(11+111) $$\left(1+1\right)\times\left(1+1\right)\times\left(11+111\right)$$
489#1 1+(1+1)*(1+1)*(11+111) $$1+\left(1+1\right)\times\left(1+1\right)\times\left(11+111\right)$$
490#1 (1+1+1)!+(11+11)^(1+1) $$\left(1+1+1\right)!+{\left(11+11\right)}^{1+1}$$
491#1 (1+1+1)!!/(1+1/(1+1))+11 $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1}}+11$$
492#1 (1+1)*(1+1)*(1+11+111) $$\left(1+1\right)\times\left(1+1\right)\times\left(1+11+111\right)$$
493#1 (1+(1+1+1)!)!/(11-1)-11 $$\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle11-1}-11$$
494#1 11+(11+11)^(1+1)-1 $$11+{\left(11+11\right)}^{1+1}-1$$
495#1 11+(11+11)^(1+1) $$11+{\left(11+11\right)}^{1+1}$$
496#1 1+11+(11+11)^(1+1) $$1+11+{\left(11+11\right)}^{1+1}$$
497#1 (1+1+1)!!-(1+1)*111-1 $$\left(1+1+1\right)!!-\left(1+1\right)\times111-1$$
498#1 (1+1+1)!!-(1+1)*111 $$\left(1+1+1\right)!!-\left(1+1\right)\times111$$
499#1 (11-1)^(1+1+1)/(1+1)-1 $$\frac{\textstyle{\left(11-1\right)}^{1+1+1}}{\textstyle1+1}-1$$
500#1 (11-1)^(1+1+1)/(1+1) $$\frac{\textstyle{\left(11-1\right)}^{1+1+1}}{\textstyle1+1}$$
501#1 (1+1)^(11-1-1)-11 $${\left(1+1\right)}^{11-1-1}-11$$
502#1 1+(1+1)^(11-1-1)-11 $$1+{\left(1+1\right)}^{11-1-1}-11$$
503#1 (1+(1+1+1)!)!/(11-1)-1 $$\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle11-1}-1$$
504#1 (1+(1+1+1)!)!/(11-1) $$\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle11-1}$$
505#1 1+(1+(1+1+1)!)!/(11-1) $$1+\frac{\textstyle\left(1+\left(1+1+1\right)!\right)!}{\textstyle11-1}$$
506#1 (11+11)*(1+11+11) $$\left(11+11\right)\times\left(1+11+11\right)$$
507#1 (1+1+1)*(1+1+11)^(1+1) $$\left(1+1+1\right)\times{\left(1+1+11\right)}^{1+1}$$
508#1 (1+1)*(1+11*(1+11+11)) $$\left(1+1\right)\times\left(1+11\times\left(1+11+11\right)\right)$$
509#1 (1+1)^(11-1-1)-1-1-1 $${\left(1+1\right)}^{11-1-1}-1-1-1$$
510#1 (1+1)^(11-1-1)-1-1 $${\left(1+1\right)}^{11-1-1}-1-1$$
511#1 (1+1)^(11-1-1)-1 $${\left(1+1\right)}^{11-1-1}-1$$
512#1 (1+1)^(11-1-1) $${\left(1+1\right)}^{11-1-1}$$
513#1 1+(1+1)^(11-1-1) $$1+{\left(1+1\right)}^{11-1-1}$$
514#1 1+1+(1+1)^(11-1-1) $$1+1+{\left(1+1\right)}^{11-1-1}$$
515#1 1+1+1+(1+1)^(11-1-1) $$1+1+1+{\left(1+1\right)}^{11-1-1}$$
516#1 (1+11)*((1+1)*(11+11)-1) $$\left(1+11\right)\times\left(\left(1+1\right)\times\left(11+11\right)-1\right)$$
517#1 11*(((1+1+1)!)^(1+1)+11) $$11\times\left({\left(1+1+1\right)!}^{1+1}+11\right)$$
518#1 (1+11/(1+1+1))*111 $$\left(1+\frac{\textstyle11}{\textstyle1+1+1}\right)\times111$$
519#1 1+(1+11/(1+1+1))*111 $$1+\left(1+\frac{\textstyle11}{\textstyle1+1+1}\right)\times111$$
520#1 (1+1+1)!!-(1+1)*(111-11) $$\left(1+1+1\right)!!-\left(1+1\right)\times\left(111-11\right)$$
521#1 11+(1+1)^(11-1-1)-1-1 $$11+{\left(1+1\right)}^{11-1-1}-1-1$$
522#1 11+(1+1)^(11-1-1)-1 $$11+{\left(1+1\right)}^{11-1-1}-1$$
523#1 11+(1+1)^(11-1-1) $$11+{\left(1+1\right)}^{11-1-1}$$
524#1 1+11+(1+1)^(11-1-1) $$1+11+{\left(1+1\right)}^{11-1-1}$$
525#1 1+1+11+(1+1)^(11-1-1) $$1+1+11+{\left(1+1\right)}^{11-1-1}$$
526#1 (1+1)*((1+1+1+1)!*11-1) $$\left(1+1\right)\times\left(\left(1+1+1+1\right)!\times11-1\right)$$
527#1 (1+11+11)^(1+1)-1-1 $${\left(1+11+11\right)}^{1+1}-1-1$$
528#1 (1+11+11)^(1+1)-1 $${\left(1+11+11\right)}^{1+1}-1$$
529#1 (1+11+11)^(1+1) $${\left(1+11+11\right)}^{1+1}$$
530#1 1+(1+11+11)^(1+1) $$1+{\left(1+11+11\right)}^{1+1}$$
531#1 1+1+(1+11+11)^(1+1) $$1+1+{\left(1+11+11\right)}^{1+1}$$
532#1 1+1+1+(1+11+11)^(1+1) $$1+1+1+{\left(1+11+11\right)}^{1+1}$$
533#1 (1+1+1)!!-11*((1+1+1)!+11) $$\left(1+1+1\right)!!-11\times\left(\left(1+1+1\right)!+11\right)$$
534#1 (1+1+1)!*√(1+(1+1+1)!!*11) $$\left(1+1+1\right)!\times\sqrt{1+\left(1+1+1\right)!!\times11}$$
535#1 (11-1)*(111/(1+1)-1-1) $$\left(11-1\right)\times\left(\frac{\textstyle111}{\textstyle1+1}-1-1\right)$$
536#1 (1+1+1+1)!+(1+1)^(11-1-1) $$\left(1+1+1+1\right)!+{\left(1+1\right)}^{11-1-1}$$
537#1 (1+(1+1+1)!)^(1+1)*11-1-1 $${\left(1+\left(1+1+1\right)!\right)}^{1+1}\times11-1-1$$
538#1 (1+(1+1+1)!)^(1+1)*11-1 $${\left(1+\left(1+1+1\right)!\right)}^{1+1}\times11-1$$
539#1 (1+(1+1+1)!)^(1+1)*11 $${\left(1+\left(1+1+1\right)!\right)}^{1+1}\times11$$
540#1 (1+1+1)!!/(1+1/(1+1+1)) $$\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1+1}}$$
541#1 1+(1+1+1)!!/(1+1/(1+1+1)) $$1+\frac{\textstyle\left(1+1+1\right)!!}{\textstyle1+\frac{\textstyle1}{\textstyle1+1+1}}$$
